Info 0    [00:12:50.691] Starting TS Server
Info 1199 [20:11:06.364] getSymbolsFromOtherSourceFileExports: Using cached list
Info 1200 [20:11:06.369] getCompletionData: Semantic work: 25.732391119003296
Info 1201 [20:11:06.376] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.325879096984863
Info 1202 [20:11:12.213] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1203 [20:11:12.225] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 241 structureChanged: false Elapsed: 12.149567127227783ms
Info 1204 [20:11:12.225] Different program with same set of files:: structureIsReused:: 2
Info 1205 [20:11:41.470] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1206 [20:11:41.492] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 242 structureChanged: false Elapsed: 21.36022400856018ms
Info 1207 [20:11:41.492] Different program with same set of files:: structureIsReused:: 2
Info 1208 [20:48:35.337] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1209 [20:48:35.352] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 243 structureChanged: false Elapsed: 13.573521852493286ms
Info 1210 [20:48:35.352] Different program with same set of files:: structureIsReused:: 2
